Input String,Response String,text
"Listen, if Crouch wants to investigate Snape, why hasn’t he been coming to judge the tournament? It would be an ideal excuse to make regular visits to Hogwarts and keep an eye on him.","So you think Snape could be up to something, then?","###Prompt:
Answer as if you are Harry responding to the previous line."
"So you think Snape could be up to something, then?","Look, I don’t care what you say, Dumbledore trusts Snape —","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Look, I don’t care what you say, Dumbledore trusts Snape —","Oh give it a rest, Hermione, I know Dumbledore’s brilliant and everything, but that doesn’t mean a really clever Dark wizard couldn’t fool him —","###Prompt:
Answer as if you are Ron responding to the previous line."
"Oh give it a rest, Hermione, I know Dumbledore’s brilliant and everything, but that doesn’t mean a really clever Dark wizard couldn’t fool him —","Why did Snape save Harry’s life in the first year, then? Why didn’t he just let him die?","###Prompt:
Answer as if you are Hermione responding to the previous line."
"Why did Snape save Harry’s life in the first year, then? Why didn’t he just let him die?",I dunno — maybe he thought Dumbledore would kick him out —,"###Prompt:
Answer as if you are Ron responding to the previous line."
I dunno — maybe he thought Dumbledore would kick him out —,"Rosier and Wilkes — they were both killed by Aurors the year before Voldemort fell. The Lestranges — they’re a married couple — they’re in Azkaban. Avery — from what I’ve heard he wormed his way out of trouble by saying he’d been acting under the Imperius Curse — he’s still at large. But as far as I know, Snape was never even accused of being a Death Eater — not that that means much. Plenty of them were never caught. And Snape’s certainly clever and cunning enough to keep himself out of trouble.","###Prompt:
Answer as if you are Sirius responding to the previous line."
"Rosier and Wilkes — they were both killed by Aurors the year before Voldemort fell. The Lestranges — they’re a married couple — they’re in Azkaban. Avery — from what I’ve heard he wormed his way out of trouble by saying he’d been acting under the Imperius Curse — he’s still at large. But as far as I know, Snape was never even accused of being a Death Eater — not that that means much. Plenty of them were never caught. And Snape’s certainly clever and cunning enough to keep himself out of trouble.","Snape knows Karkaroff pretty well, but he wants to keep that quiet,","###Prompt:
Answer as if you are Ron responding to the previous line."
"Snape knows Karkaroff pretty well, but he wants to keep that quiet,","Yep, Karkaroff wanted to talk to Snape, he says Snape’s been avoiding him. Karkaroff looked really worried. He showed Snape something on his arm, but I couldn’t see what it was.","###Prompt:
Answer as if you are Harry responding to the previous line."
"Yep, Karkaroff wanted to talk to Snape, he says Snape’s been avoiding him. Karkaroff looked really worried. He showed Snape something on his arm, but I couldn’t see what it was.","He showed Snape something on his arm? Well, I’ve no idea what that’s about . . . but if Karkaroff’s genuinely worried, and he’s going to Snape for answers . . . Well,","###Prompt:
Answer as if you are Sirius responding to the previous line."
"He showed Snape something on his arm? Well, I’ve no idea what that’s about . . . but if Karkaroff’s genuinely worried, and he’s going to Snape for answers . . . Well,",Why are Moody and Crouch so keen to get into Snape’s office then?,"###Prompt:
Answer as if you are Ron responding to the previous line."
Why are Moody and Crouch so keen to get into Snape’s office then?,"What? I wouldn’t put it past Mad-Eye to have searched every single teacher’s office when he got to Hogwarts. He takes his Defense Against the Dark Arts seriously, Moody. I’m not sure he trusts anyone at all, and after the things he’s seen, it’s not surprising. I’ll say this for Moody, though, he never killed if he could help it. Always brought people in alive where possible. He was tough, but he never descended to the level of the Death Eaters. Crouch, though . . . he’s a different matter . . . is he really ill? If he is, why did he make the effort to drag himself up to Snape’s office? And if he’s not . . . what’s he up to? What was he doing at the World Cup that was so important he didn’t turn up in the Top Box? What’s he been doing while he should have been judging the tournament? You say your brother’s Crouch’s personal assistant? Any chance you could ask him if he’s seen Crouch lately?","###Prompt:
Answer as if you are Sirius responding to the previous line."
"What? I wouldn’t put it past Mad-Eye to have searched every single teacher’s office when he got to Hogwarts. He takes his Defense Against the Dark Arts seriously, Moody. I’m not sure he trusts anyone at all, and after the things he’s seen, it’s not surprising. I’ll say this for Moody, though, he never killed if he could help it. Always brought people in alive where possible. He was tough, but he never descended to the level of the Death Eaters. Crouch, though . . . he’s a different matter . . . is he really ill? If he is, why did he make the effort to drag himself up to Snape’s office? And if he’s not . . . what’s he up to? What was he doing at the World Cup that was so important he didn’t turn up in the Top Box? What’s he been doing while he should have been judging the tournament? You say your brother’s Crouch’s personal assistant? Any chance you could ask him if he’s seen Crouch lately?","I can try, Better not make it sound like I reckon Crouch is up to anything dodgy, though. Percy loves Crouch.","###Prompt:
Answer as if you are Ron responding to the previous line."
"I can try, Better not make it sound like I reckon Crouch is up to anything dodgy, though. Percy loves Crouch.","Bagman told me they hadn’t,","###Prompt:
Answer as if you are Harry responding to the previous line."
"Bagman told me they hadn’t,","Yep, Blustering on about how bad Bertha’s memory is. She was a bit dim, but she had an excellent memory for gossip. It used to get her into a lot of trouble; she never knew when to keep her mouth shut. I can see her being a bit of a liability at the Ministry of Magic . . . maybe that’s why Bagman didn’t bother to look for her for so long. . . . What’s the time?","###Prompt:
Answer as if you are Sirius responding to the previous line."
"Yep, Blustering on about how bad Bertha’s memory is. She was a bit dim, but she had an excellent memory for gossip. It used to get her into a lot of trouble; she never knew when to keep her mouth shut. I can see her being a bit of a liability at the Ministry of Magic . . . maybe that’s why Bagman didn’t bother to look for her for so long. . . . What’s the time?","It’s half past three,","###Prompt:
Answer as if you are Hermione responding to the previous line."
